Month of Order Date	Category	Country/Region	State	Sales	City	Customer ID	Customer Name	Number of Records	Order Date	Order ID	Postal Code	Product ID	Product Name	Profit	Quantity	Quantity (bin)	Region	Row ID	Sales Agent ID	Ship Date	Ship Mode	Sub-Category
April 2016	Office Supplies	United States	California	$17.09	Vallejo	KM-16720	Kunst Miller	1	4/1/2016	US-157021-2016_04_01	94591	OFF-BI-10000042	"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""	$5	4	4	West	1374	4	4/6/2016	Second Class	Binders
December 2016	Office Supplies	United States	California	$11.56	Los Angeles	AT-10435	Alyssa Tate	1	12/27/2016	CA-120243-2016_12_27	90004	OFF-LA-10004425	Staple-on labels	$3	4	4	West	1177	4	12/30/2016	Second Class	Labels
November 2016	Office Supplies	United States	California	$26.76	Brentwood	LW-16825	Laurel Workman	1	11/25/2016	CA-164721-2016_11_25	94513	OFF-PA-10000575	Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page	$8	4	4	West	1986	4	11/27/2016	Second Class	Paper
November 2016	Office Supplies	United States	California	$123.92	Los Angeles	MA-17560	Matt Abelman	1	11/11/2016	CA-140732-2016_11_11	90004	OFF-PA-10003625	Xerox 1979	$37	4	4	West	5964	4	11/13/2016	Second Class	Paper
November 2016	Office Supplies	United States	Colorado	$35.81	Louisville	PW-19240	Pierre Wener	1	11/18/2016	CA-164210-2016_11_18	80027	OFF-PA-10002259	"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""	$11	4	4	West	2439	5	11/20/2016	Second Class	Paper
July 2016	Office Supplies	United States	California	$53.72	San Francisco	KL-16645	Ken Lonsdale	1	7/25/2016	CA-143917-2016_07_25	94122	OFF-ST-10001228	Fellowes Personal Hanging Folder Files, Navy	$16	4	4	West	2505	4	7/27/2016	Second Class	Storage
July 2016	Office Supplies	United States	California	$15.52	Los Angeles	VF-21715	Vicky Freymann	1	7/25/2016	CA-146528-2016_07_25	90045	OFF-SU-10002522	Acme Kleen Earth Office Shears	$5	4	4	West	3648	4	7/27/2016	Second Class	Supplies
September 2016	Office Supplies	United States	California	$27.36	Santa Clara	LR-17035	Lisa Ryan	1	9/7/2016	CA-109918-2016_09_07	95051	OFF-SU-10004290	"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"	$8	4	4	West	8367	4	9/12/2016	Second Class	Supplies
June 2016	Office Supplies	United States	California	$32.40	Los Angeles	AR-10825	Anthony Rawles	1	6/30/2016	CA-109218-2016_06_30	90004	OFF-AR-10001374	BIC Brite Liner Highlighters, Chisel Tip	$10	5	4	West	3148	4	7/3/2016	Second Class	Art
August 2016	Office Supplies	United States	Utah	$16.40	Pleasant Grove	VD-21670	Valerie Dominguez	1	8/4/2016	CA-126361-2016_08_04	84062	OFF-AR-10000896	Newell 329	$5	5	4	West	1378	43	8/9/2016	Second Class	Art
December 2016	Office Supplies	United States	California	$155.12	Los Angeles	MC-17845	Michael Chen	1	12/20/2016	CA-156594-2016_12_20	90008	OFF-BI-10003007	"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""	$47	5	4	West	3646	4	12/23/2016	Second Class	Binders
September 2016	Office Supplies	United States	California	$83.92	Santa Clara	LR-17035	Lisa Ryan	1	9/7/2016	CA-109918-2016_09_07	95051	OFF-BI-10004308	Avery Legal 4-Ring Binder	$25	5	4	West	8369	4	9/12/2016	Second Class	Binders
March 2016	Office Supplies	United States	California	$18.75	Pomona	CS-12505	Cindy Stewart	1	3/26/2016	CA-100860-2016_03_26	91767	OFF-LA-10001982	Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set	$6	5	4	West	9660	4	3/30/2016	Second Class	Labels
October 2016	Office Supplies	United States	California	$18.75	San Francisco	RP-19270	Rachel Payne	1	10/19/2016	CA-155264-2016_10_19	94110	OFF-LA-10002787	Avery 480	$6	5	4	West	9341	4	10/22/2016	Second Class	Labels
November 2016	Office Supplies	United States	Oregon	$25.92	Portland	TB-21595	Troy Blackwell	1	11/7/2016	US-139640-2016_11_07	97206	OFF-PA-10000304	Xerox 1995	$8	5	4	West	9810	36	11/11/2016	Second Class	Paper
August 2016	Office Supplies	United States	Utah	$158.90	Pleasant Grove	VD-21670	Valerie Dominguez	1	8/4/2016	CA-126361-2016_08_04	84062	OFF-ST-10002289	"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"	$48	5	4	West	1380	43	8/9/2016	Second Class	Storage
July 2016	Office Supplies	United States	California	$8,187.65	San Francisco	KL-16645	Ken Lonsdale	1	7/25/2016	CA-143917-2016_07_25	94122	OFF-SU-10000151	High Speed Automatic Electric Letter Opener	$2,456	5	4	West	2506	4	7/27/2016	Second Class	Supplies
November 2016	Office Supplies	United States	California	$320.88	Brentwood	LW-16825	Laurel Workman	1	11/25/2016	CA-164721-2016_11_25	94513	OFF-AP-10000240	Belkin F9G930V10-GRY 9 Outlet Surge	$96	6	6	West	1984	4	11/27/2016	Second Class	Appliances
October 2016	Office Supplies	United States	California	$20.06	San Francisco	RP-19270	Rachel Payne	1	10/19/2016	CA-155264-2016_10_19	94110	OFF-BI-10003727	Avery Durable Slant Ring Binders With Label Holder	$6	6	6	West	9339	4	10/22/2016	Second Class	Binders
December 2016	Office Supplies	United States	California	$90.24	Los Angeles	KD-16345	Katherine Ducich	1	12/13/2016	CA-113579-2016_12_13	90049	OFF-PA-10001457	White GlueTop Scratch Pads	$27	6	6	West	2492	4	12/15/2016	Second Class	Paper
June 2016	Office Supplies	United States	Nevada	$18.06	North Las Vegas	TS-21205	Thomas Seio	1	6/9/2016	CA-160262-2016_06_09	89031	OFF-AR-10002335	DIXON Oriole Pencils	$5	7	6	West	4955	27	6/13/2016	Second Class	Art
November 2016	Office Supplies	United States	Utah	$21.98	Provo	JG-15805	John Grady	1	11/18/2016	CA-104829-2016_11_18	84604	OFF-PA-10003016	"Adams ""While You Were Out"" Message Pads"	$7	7	6	West	5396	43	11/21/2016	Second Class	Paper
August 2016	Office Supplies	United States	Utah	$447.84	Pleasant Grove	VD-21670	Valerie Dominguez	1	8/4/2016	CA-126361-2016_08_04	84062	OFF-PA-10000806	Xerox 1934	$134	8	8	West	1377	43	8/9/2016	Second Class	Paper
July 2016	Office Supplies	United States	California	$236.50	San Francisco	NP-18325	Naresj Patel	1	7/22/2016	CA-117464-2016_07_22	94122	OFF-ST-10003058	Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays	$71	10	10	West	7169	4	7/24/2016	Second Class	Storage
June 2016	Office Supplies	United States	Oregon	$71.63	Salem	GK-14620	Grace Kelly	1	6/25/2016	CA-164469-2016_06_25	97301	OFF-AR-10003478	Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack	$21	11	10	West	4848	36	6/27/2016	Second Class	Art
August 2016	Office Supplies	United States	California	$423.28	Vacaville	TM-21010	Tamara Manning	1	8/8/2016	CA-154669-2016_08_08	95687	OFF-ST-10000532	Advantus Rolling Drawer Organizers	$127	11	10	West	2751	4	8/11/2016	Second Class	Storage
November 2016	Office Supplies	United States	Texas	$2.67	Houston	DB-12970	Darren Budd	1	11/12/2016	US-159618-2016_11_12	77036	OFF-AR-10003183	Avery Fluorescent Highlighter Four-Color Set	$1	1	0	Central	5551	42	11/16/2016	Standard Class	Art
July 2016	Office Supplies	United States	Texas	$1.04	Dallas	HM-14860	Harry Marie	1	7/21/2016	CA-129189-2016_07_21	75217	OFF-BI-10000494	Acco Economy Flexible Poly Round Ring Binder	$0	1	0	Central	8025	42	7/25/2016	Standard Class	Binders
November 2016	Office Supplies	United States	Texas	$1.23	Houston	KD-16270	Karen Daniels	1	11/11/2016	CA-165309-2016_11_11	77095	OFF-BI-10001267	Universal Recycled Hanging Pressboard Report Binders, Letter Size	$0	1	0	Central	3326	42	11/15/2016	Standard Class	Binders
October 2016	Office Supplies	United States	Texas	$0.90	Huntsville	CM-12715	Craig Molinari	1	10/10/2016	CA-103492-2016_10_10	77340	OFF-BI-10004140	Avery Non-Stick Binders	$0	1	0	Central	7549	42	10/15/2016	Standard Class	Binders
November 2016	Office Supplies	United States	Texas	$1.63	Dallas	JK-15325	Jason Klamczynski	1	11/21/2016	US-168501-2016_11_21	75220	OFF-EN-10001509	Poly String Tie Envelopes	$0	1	0	Central	5343	42	11/27/2016	Standard Class	Envelopes
June 2016	Office Supplies	United States	Michigan	$6.08	Detroit	RW-19630	Rob Williams	1	6/28/2016	CA-156993-2016_06_28	48234	OFF-FA-10003495	Staples	$2	1	0	Central	2924	21	7/4/2016	Standard Class	Fasteners
November 2016	Office Supplies	United States	Texas	$2.52	Arlington	MC-17590	Matt Collister	1	11/25/2016	CA-127446-2016_11_25	76017	OFF-LA-10001317	Avery 520	$1	1	0	Central	2609	42	11/30/2016	Standard Class	Labels
December 2016	Office Supplies	United States	Texas	$5.18	Port Arthur	ME-18010	Michelle Ellison	1	12/23/2016	CA-126333-2016_12_23	77642	OFF-PA-10000223	Xerox 2000	$2	1	0	Central	7005	42	12/28/2016	Standard Class	Paper
December 2016	Office Supplies	United States	Illinois	$132.16	Chicago	NP-18700	Nora Preis	1	12/22/2016	CA-142510-2016_12_22	60623	OFF-ST-10000585	Economy Rollaway Files	$40	1	0	Central	6915	12	12/29/2016	Standard Class	Storage
January 2016	Office Supplies	United States	Michigan	$13.98	Westland	XP-21865	Xylona Preis	1	1/20/2016	CA-167927-2016_01_20	48185	OFF-ST-10000760	Eldon Fold 'N Roll Cart System	$4	1	0	Central	6327	21	1/26/2016	Standard Class	Storage
May 2016	Office Supplies	United States	Illinois	$75.60	Chicago	JL-15235	Janet Lee	1	5/25/2016	US-130379-2016_05_25	60623	OFF-AP-10001394	Harmony Air Purifier	$23	2	2	Central	1819	12	5/29/2016	Standard Class	Appliances
December 2016	Office Supplies	United States	Illinois	$20.39	Chicago	TS-21205	Thomas Seio	1	12/9/2016	CA-169649-2016_12_09	60653	OFF-AP-10003287	Tripp Lite TLP810NET Broadband Surge for Modem/Fax	$6	2	2	Central	7853	12	12/15/2016	Standard Class	Appliances
March 2016	Office Supplies	United States	Minnesota	$93.78	Lakeville	BN-11515	Bradley Nguyen	1	3/17/2016	CA-118339-2016_03_17	55044	OFF-AP-10001154	Bionaire Personal Warm Mist Humidifier/Vaporizer	$28	2	2	Central	1346	22	3/24/2016	Standard Class	Appliances
February 2016	Office Supplies	United States	Texas	$7.96	Dallas	MN-17935	Michael Nguyen	1	2/16/2016	CA-122567-2016_02_16	75220	OFF-AP-10001303	Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter	$2	2	2	Central	1334	42	2/21/2016	Standard Class	Appliances
December 2016	Office Supplies	United States	Texas	$19.43	Grand Prairie	WB-21850	William Brown	1	12/20/2016	CA-120852-2016_12_20	75051	OFF-AP-10001563	Belkin Premiere Surge Master II 8-outlet surge protector	$6	2	2	Central	6107	42	12/25/2016	Standard Class	Appliances
July 2016	Office Supplies	United States	Texas	$4.84	San Antonio	LF-17185	Luke Foster	1	7/26/2016	CA-169019-2016_07_26	78207	OFF-AP-10003281	Acco 6 Outlet Guardian Standard Surge Suppressor	$1	2	2	Central	9780	42	7/30/2016	Standard Class	Appliances
November 2016	Office Supplies	United States	Michigan	$3.90	Midland	SC-20020	Sam Craven	1	11/10/2016	CA-121006-2016_11_10	48640	OFF-AR-10001149	Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink	$1	2	2	Central	5165	21	11/16/2016	Standard Class	Art
June 2016	Office Supplies	United States	Oklahoma	$3.52	Lawton	Co-12640	Corey-Lock	1	6/20/2016	US-112949-2016_06_20	73505	OFF-AR-10003469	Nontoxic Chalk	$1	2	2	Central	8147	35	6/27/2016	Standard Class	Art
April 2016	Office Supplies	United States	Texas	$2.69	Houston	KM-16720	Kunst Miller	1	4/18/2016	CA-100678-2016_04_18	77095	OFF-AR-10001868	Prang Dustless Chalk Sticks	$1	2	2	Central	6569	42	4/22/2016	Standard Class	Art
December 2016	Office Supplies	United States	Illinois	$4.60	Chicago	BK-11260	Berenike Kampe	1	12/6/2016	US-140452-2016_12_06	60610	OFF-BI-10004965	Ibico Covers for Plastic or Wire Binding Elements	$1	2	2	Central	5098	12	12/10/2016	Standard Class	Binders
September 2016	Office Supplies	United States	Kansas	$331.96	Olathe	TA-21385	Tom Ashbrook	1	9/12/2016	US-119081-2016_09_12	66062	OFF-BI-10004519	GBC DocuBind P100 Manual Binding Machine	$100	2	2	Central	5451	15	9/19/2016	Standard Class	Binders
September 2016	Office Supplies	United States	Minnesota	$12.94	Minneapolis	SC-20095	Sanjit Chand	1	9/23/2016	CA-116904-2016_09_23	55407	OFF-BI-10000301	GBC Instant Report Kit	$4	2	2	Central	4100	22	9/28/2016	Standard Class	Binders
September 2016	Office Supplies	United States	Oklahoma	$32.06	Tulsa	RB-19465	Rick Bensley	1	9/7/2016	CA-117765-2016_09_07	74133	OFF-BI-10000474	Avery Recycled Flexi-View Covers for Binding Systems	$10	2	2	Central	5980	35	9/13/2016	Standard Class	Binders
September 2016	Office Supplies	United States	Texas	$2.72	Houston	MT-18070	Michelle Tran	1	9/25/2016	US-112914-2016_09_25	77041	OFF-BI-10002982	Avery Self-Adhesive Photo Pockets for Polaroid Photos	$1	2	2	Central	2827	42	9/30/2016	Standard Class	Binders
June 2016	Office Supplies	United States	Illinois	$13.98	Chicago	SB-20170	Sarah Bern	1	6/6/2016	US-161305-2016_06_06	60623	OFF-EN-10000461	"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"	$4	2	2	Central	6302	12	6/12/2016	Standard Class	Envelopes
December 2016	Office Supplies	United States	Texas	$49.57	El Paso	CM-11815	Candace McMahon	1	12/31/2016	CA-127383-2016_12_31	79907	OFF-EN-10004773	Staple envelope	$15	2	2	Central	4559	42	1/5/2017	Standard Class	Envelopes
September 2016	Office Supplies	United States	Texas	$3.26	Houston	MT-18070	Michelle Tran	1	9/25/2016	US-112914-2016_09_25	77041	OFF-EN-10001509	Poly String Tie Envelopes	$1	2	2	Central	2828	42	9/30/2016	Standard Class	Envelopes
December 2016	Office Supplies	United States	Illinois	$2.90	Chicago	JD-16015	Joy Daniels	1	12/14/2016	CA-148950-2016_12_14	60610	OFF-FA-10003059	Assorted Color Push Pins	$1	2	2	Central	1974	12	12/19/2016	Standard Class	Fasteners
November 2016	Office Supplies	United States	Illinois	$12.62	Skokie	BS-11380	Bill Stewart	1	11/29/2016	US-134712-2016_11_29	60076	OFF-FA-10003112	Staples	$4	2	2	Central	1643	12	12/4/2016	Standard Class	Fasteners
July 2016	Office Supplies	United States	Texas	$3.49	League City	PV-18985	Paul Van Hugh	1	7/12/2016	CA-161508-2016_07_12	77573	OFF-FA-10001561	Stockwell Push Pins	$1	2	2	Central	8315	42	7/16/2016	Standard Class	Fasteners
November 2016	Office Supplies	United States	Michigan	$196.62	Jackson	NG-18355	Nat Gilpin	1	11/24/2016	CA-100762-2016_11_24	49201	OFF-LA-10003930	Dot Matrix Printer Tape Reel Labels, White, 5000/Box	$59	2	2	Central	6316	21	11/29/2016	Standard Class	Labels
November 2016	Office Supplies	United States	Texas	$5.90	Arlington	MC-17590	Matt Collister	1	11/25/2016	CA-127446-2016_11_25	76017	OFF-LA-10000248	Avery 52	$2	2	2	Central	2611	42	11/30/2016	Standard Class	Labels
October 2016	Office Supplies	United States	Texas	$4.93	Dallas	RD-19930	Russell D'Ascenzo	1	10/3/2016	CA-120775-2016_10_03	75217	OFF-LA-10002271	Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set	$1	2	2	Central	8220	42	10/7/2016	Standard Class	Labels
November 2016	Office Supplies	United States	Texas	$23.68	Houston	ED-13885	Emily Ducich	1	11/23/2016	CA-110352-2016_11_23	77036	OFF-LA-10003923	Alphabetical Labels for Top Tab Filing	$7	2	2	Central	2084	42	11/29/2016	Standard Class	Labels
December 2016	Office Supplies	United States	Illinois	$8.45	Chicago	TS-21205	Thomas Seio	1	12/9/2016	CA-169649-2016_12_09	60653	OFF-PA-10000143	Astroparche Fine Business Paper	$3	2	2	Central	7852	12	12/15/2016	Standard Class	Paper
October 2016	Office Supplies	United States	Indiana	$75.88	Columbus	NC-18625	Noah Childs	1	10/29/2016	CA-166590-2016_10_29	47201	OFF-PA-10000482	Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate	$23	2	2	Central	9547	13	11/2/2016	Standard Class	Paper
January 2016	Office Supplies	United States	Michigan	$10.56	Detroit	MV-18190	Mike Vittorini	1	1/30/2016	CA-134103-2016_01_30	48234	OFF-PA-10001204	Xerox 1972	$3	2	2	Central	6388	21	2/4/2016	Standard Class	Paper
November 2016	Office Supplies	United States	Michigan	$15.96	Jackson	NG-18355	Nat Gilpin	1	11/24/2016	CA-100762-2016_11_24	49201	OFF-PA-10004082	Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book	$5	2	2	Central	6318	21	11/29/2016	Standard Class	Paper
March 2016	Office Supplies	United States	Michigan	$22.38	Royal Oak	SW-20275	Scott Williamson	1	3/10/2016	US-100279-2016_03_10	48073	OFF-PA-10002259	"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""	$7	2	2	Central	1172	21	3/14/2016	Standard Class	Paper
July 2016	Office Supplies	United States	Texas	$10.37	Dallas	BM-11650	Brian Moss	1	7/9/2016	CA-165379-2016_07_09	75217	OFF-PA-10003072	"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"	$3	2	2	Central	3367	42	7/15/2016	Standard Class	Paper
September 2016	Office Supplies	United States	Texas	$17.90	Houston	KT-16465	Kean Takahito	1	9/8/2016	CA-146283-2016_09_08	77036	OFF-PA-10002259	"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""	$5	2	2	Central	5290	42	9/15/2016	Standard Class	Paper
April 2016	Office Supplies	United States	Texas	$10.37	Houston	DA-13450	Dianna Arnett	1	4/25/2016	US-157406-2016_04_25	77095	OFF-PA-10003543	Xerox 1985	$3	2	2	Central	1749	42	4/29/2016	Standard Class	Paper
January 2016	Office Supplies	United States	Texas	$16.45	Houston	DP-13000	Darren Powers	1	1/3/2016	CA-103800-2016_01_03	77095	OFF-PA-10000174	"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"	$5	2	2	Central	7981	42	1/7/2016	Standard Class	Paper
June 2016	Office Supplies	United States	Texas	$11.65	Plano	SC-20020	Sam Craven	1	6/20/2016	CA-166863-2016_06_20	75023	OFF-PA-10000587	Array Parchment Paper, Assorted Colors	$3	2	2	Central	3510	42	6/24/2016	Standard Class	Paper
December 2016	Office Supplies	United States	Illinois	$35.17	Chicago	BK-11260	Berenike Kampe	1	12/6/2016	US-140452-2016_12_06	60610	OFF-ST-10002485	Rogers Deluxe File Chest	$11	2	2	Central	5099	12	12/10/2016	Standard Class	Storage
May 2016	Office Supplies	United States	Illinois	$45.25	Freeport	KH-16330	Katharine Harms	1	5/5/2016	CA-160738-2016_05_05	61032	OFF-ST-10003442	Eldon Portable Mobile Manager	$14	2	2	Central	4656	12	5/10/2016	Standard Class	Storage
January 2016	Office Supplies	United States	Michigan	$229.94	Detroit	MV-18190	Mike Vittorini	1	1/30/2016	CA-134103-2016_01_30	48234	OFF-ST-10000991	Space Solutions HD Industrial Steel Shelving.	$69	2	2	Central	6389	21	2/4/2016	Standard Class	Storage
January 2016	Office Supplies	United States	Michigan	$66.58	Westland	XP-21865	Xylona Preis	1	1/20/2016	CA-167927-2016_01_20	48185	OFF-ST-10003123	Fellowes Bases and Tops For Staxonsteel/High-Stak Systems	$20	2	2	Central	6331	21	1/26/2016	Standard Class	Storage
March 2016	Office Supplies	United States	Minnesota	$129.30	Apple Valley	NC-18340	Nat Carroll	1	3/30/2016	US-113124-2016_03_30	55124	OFF-ST-10001511	Space Solutions Commercial Steel Shelving	$39	2	2	Central	8431	22	4/5/2016	Standard Class	Storage
August 2016	Office Supplies	United States	Missouri	$838.38	Springfield	NZ-18565	Nick Zandusky	1	8/2/2016	US-106299-2016_08_02	65807	OFF-ST-10002011	Smead Adjustable Mobile File Trolley with Lockable Top	$252	2	2	Central	6175	24	8/8/2016	Standard Class	Storage
September 2016	Office Supplies	United States	Oklahoma	$19.86	Tulsa	RB-19465	Rick Bensley	1	9/7/2016	CA-117765-2016_09_07	74133	OFF-ST-10003327	Akro-Mils 12-Gallon Tote	$6	2	2	Central	5982	35	9/13/2016	Standard Class	Storage
February 2016	Office Supplies	United States	Texas	$12.62	Arlington	AB-10015	Aaron Bergman	1	2/18/2016	CA-152905-2016_02_18	76017	OFF-ST-10000321	Akro Stacking Bins	$4	2	2	Central	8223	42	2/24/2016	Standard Class	Storage
December 2016	Office Supplies	United States	Texas	$60.42	Houston	TB-21175	Thomas Boland	1	12/8/2016	CA-104773-2016_12_08	77041	OFF-ST-10000777	Companion Letter/Legal File, Black	$18	2	2	Central	1794	42	12/13/2016	Standard Class	Storage
November 2016	Office Supplies	United States	Wisconsin	$22.58	Wausau	MS-17365	Maribeth Schnelling	1	11/7/2016	CA-120278-2016_11_07	54401	OFF-ST-10002214	X-Rack File for Hanging Folders	$7	2	2	Central	4833	48	11/12/2016	Standard Class	Storage
October 2016	Office Supplies	United States	Illinois	$22.24	Chicago	BP-11050	Barry Pond	1	10/12/2016	US-154655-2016_10_12	60623	OFF-SU-10000898	"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"	$7	2	2	Central	9440	12	10/17/2016	Standard Class	Supplies
August 2016	Office Supplies	United States	Michigan	$167.53	Trenton	MA-17560	Matt Abelman	1	8/8/2016	CA-124478-2016_08_08	48183	OFF-AP-10002495	Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets	$50	3	2	Central	5070	21	8/12/2016	Standard Class	Appliances
July 2016	Office Supplies	United States	Texas	$4.99	Dallas	HM-14860	Harry Marie	1	7/21/2016	CA-129189-2016_07_21	75217	OFF-AP-10000124	Acco 6 Outlet Guardian Basic Surge Suppressor	$1	3	2	Central	8022	42	7/25/2016	Standard Class	Appliances
March 2016	Office Supplies	United States	Texas	$176.77	Houston	SC-20020	Sam Craven	1	3/3/2016	CA-130421-2016_03_03	77095	OFF-AP-10002534	3.6 Cubic Foot Counter Height Office Refrigerator	$53	3	2	Central	7349	42	3/7/2016	Standard Class	Appliances
